,내용,별점,재구매,한달사용기,종류,년,월,일
17436,몇번째 구매인지 모르겠어용 조아용,5,0,0,2,2021,12,27
17437,교정해서 칫솔 알아보던 중에 우연히 찾아봤는데 좋아요! 내구성도 튼튼하고! 덕분에 치아 관리 하는데 아주 유용할 것 같아요! ㅎ,5,0,0,6,2021,12,27
17438,미세모라 구석구석 잘 닦여서 좋아요. 치솔은 자주 바꿔줘야 해서 가성비 좋아요.,5,1,1,2,2021,12,27
17439,항상 쓰는 치과칫솔인데 이거만한게 없네요,5,1,1,2,2021,12,27
17440,크기가 작아서 좋아요~~~~~~~~,5,1,0,2,2021,12,27
17441,잘받았습니다 많이파세요,5,0,0,2,2021,12,27
17442,항상 만족하고 사용하는 칫솔입니다,5,0,0,7,2021,12,27
17443,미세모라 칫솔질도 잘되고 아프지 않아 좋아요,5,0,0,2,2021,12,27
17444,만족합니다. 꾸준히 구매하는 상품입니다,5,0,0,2,2021,12,28
17445,늘 사용하는 칫솔 재구매했어요,5,0,0,3,2021,12,28
17446,안쪽까지 잘 딲이고 좋네요,5,0,0,2,2021,12,28
17447,"배송 빠르고 포장도 깔끔해요 어금니, 아랫니 양치할때 쓰려고 주문했어요",5,0,0,4,2021,12,28
17448,벌써 2번째 구매중입니다.잇몸이 약한 편이라 너무 센 브러쉬는 힘들더라구요 담에 다 떨어짐 또 살게요,5,0,0,7,2021,12,28
17449,아직 써보지 않아 좋은지는 잘 모르겠네요 리뷰가 좋아 구매했어요,4,0,0,2,2021,12,28
17450,구석구석 잘 닦이고 부드러워서 좋아요.,5,0,0,2,2021,12,28
17451,배송도 빠르고 치과에서 사서 쓰던거라 좋아요 ㅋ,5,0,0,2,2021,12,28
17452,기존에 쓰던 칫솔보다 잘닦이고 배송 빨라서 좋아요 치과 칫솔이라 그런지 적당히 부드럽고 개운하게 닦여요,5,0,0,2,2021,12,28
17453,잘 도착했어요 쓰던게 있어서 지금은 안쓰네요 잘 쓸게요,5,0,0,6,2021,12,28
17454,일반슬림모와 일반모 구매했습니다. 모가 짱짱하고 정말 잘 닦이는 느낌입니다!,5,0,0,2,2021,12,28
17455,치아마모도 심하고 잇몸도 약해서 고민하다가 구입했는데 괜찮은것같네요 :),5,0,0,7,2021,12,28
17456,"처음엔 교정 칫솔도 검색해서 접하게 되었고, 덕분에 잘 관리해서 성공적으로 교정 마침. 교정 끝난 후에도 재구매하여 계속 사용 중.",5,1,0,7,2021,12,28
17457,배송도 빠르고 상품도 좋고 감사합니다 자주 이용하겠습니다.,5,0,0,2,2021,12,28
17458,가볍고 잘 닦여서 좋아요!,5,0,0,2,2021,12,28
17459,이칫솔만 몇년째 사용중인데 딴건 못쓰겠어요,5,0,1,2,2021,12,28
17460,칫솔은 여기꺼만 써요 좋아요ㅎㅎ,5,0,0,7,2021,12,28
17461,잘 닦이고 뚜껑이 있어서 회사에서 보관하기도 좋아요,5,0,0,2,2021,12,29
17462,와이프가 잇몸이 약한데 이 칫솔은 좋다고하네요,5,0,0,2,2021,12,29
17463,믿고 쓰는 제품이라 계속 재구매중입니다 미세모라 양치하기도 좋고 잇몸에 부담도 없네요~^^,5,0,0,2,2021,12,29
17464,항상 여기서 구매해서 사용하고 있어요 칫솔크기도 적당하고 칫솔모도 다양해서 좋습니다,5,0,0,1,2021,12,29
17465,두번째 구매 입니다 교정 끝날때까지 여기서 구매 하겠습니다 감사합니다,5,0,0,1,2021,12,29
17466,이것만 3년째쓰는중,5,0,0,1,2021,12,29
17467,일단 한번 써보고 후기남길께요,5,0,0,6,2021,12,29
17468,부들부들해서 잘 사용하고 있오요,5,0,1,7,2021,12,29
17469,치솔 잘쓰구있엉ᆢㄷ,5,1,1,2,2021,12,29
17470,늘 사용해요.좋아요.,5,0,0,2,2021,12,29
17471,치솔  잘쓰구잏어오ㅡ,5,1,1,1,2021,12,29
17472, 했습니다추천합니다,5,0,0,3,2021,12,29
17473,매번구매해서 사용해요~,5,1,0,1,2021,12,29
17474,배송 빨ㄹㅏ서 좋아요 ㅎㅎ 재구매 입니당,5,1,0,1,2021,12,29
17475,4-5년째 딴눈 팔다가 또 돌아오고 또 돌아오는 중,5,0,1,1,2021,12,29
17476,4-5년째 사용 중. 다른거 써보고 싶어서 바꿨다가 늘 돌아옵니다^^,5,0,1,2,2021,12,29
17477,늘 쓰던제품 싸게 구입했어요 잘쓸게요,5,0,0,3,2021,12,30
17478,..배송빠르고..저렴하고..교정중인 딸에겐  딱좋아요..,5,1,0,3,2021,12,30
17479,매번 시키는 치약입니다,5,0,0,7,2021,12,30
17480,칫솔 쓰면 사진처럼 올이 나가요…  교정기에 실처럼 걸려 나와서 불편해요 개선 부탁합니다,2,1,0,3,2021,12,30
17481,좋아요~ 항상 놓고 잘 쓰고 있어요,5,0,0,2,2021,12,30
17482,교정중인 아들 사용으로 구매 했습니다,5,0,0,6,2021,12,30
17483,늘 재구매해서 잘 사용중입니다. 부드러워서 좋아요,5,0,1,7,2021,12,30
17484,좋아요 항상 잘 쓰고 있어요,5,0,0,1,2021,12,30
17485,항상 쓰는 제품이에요. 헤드가 작아서 잘 들어가고 잘 닦여요.,5,0,0,2,2021,12,30
17486,부드럽고 잘닦입니다,5,0,0,2,2021,12,30
17487,가격도 적당하고 적당히 부디러워요,5,0,0,1,2021,12,30
17488,저번에 첫 구매후 재구매합니다~ 가성비 괜찮아요~ 서비스로 치실 넣어주신 것 같은데 감사해요!,5,0,0,6,2021,12,30
17489,칫솔후 너무 개운합니다,4,0,0,2,2021,12,30
17490,항상쓰는제품이에요 굿입니다,5,0,0,1,2021,12,30
17491,항상쓰는제품이에요 굿입니다,5,0,0,2,2021,12,30
17492,배송 빠르고 좋습니다,5,1,0,2,2021,12,30
17493,이것만한게없는듯요가성비짱이요,5,0,0,2,2021,12,30
17494,항상 이칫솔이 좋아서 씁니다,5,0,0,2,2021,12,30
17495,사용느낌은 개운하고 좋습니다,4,0,0,2,2021,12,30
17496,빠른배송 잘도착했어요,5,0,0,1,2021,12,30
17497,치과에서 추천받은 뒤로 쓰고 있어요. 미세모가 치아를 꼼꼼하게 씻어내줘서 좋습니다 ㅎㅎ,5,0,0,1,2021,12,30
17498,초딩들이 이제품만 써서 또 다시 구매했어요 캐릭터도 귀엽고 초등 저학년이 쓰기 좋네요,5,0,0,2,2021,12,30
17499,선물받아서 써봤는데 좋더라고요 ~!다른칫솔은 못쓰겠더라고요 그래서 주문했어요 배송도빠르고 칫솔 사용감만족합니다^^,5,0,0,7,2021,12,31
17500,배송도 빠르고 제품도 좋아요,5,0,0,6,2021,12,31
17501,사용하기가 편리하네요,5,0,1,7,2021,12,31
17502,배송도 빠르고 제품도 좋아요.,5,0,0,7,2021,12,31
17503,쓰던건데 고급으로 사봤어용,5,0,0,7,2021,12,31
17504,칫솔이 구석구석 잘 닦이고 칫솔모또한 단단합니다,5,0,0,1,2021,12,31
17505,좋아요추천합니다~~,5,1,0,7,2021,12,31
17506,항상 재구매해서 사용하고 있는 제품이에용,5,0,1,2,2021,12,31
17507,칫솔 너무 좋아요 적당히 부드러워요 강추~~,5,1,0,1,2021,12,31
17508,몇년째 쓰고 있는 칫솔입니다. 모도 부드럽고 머리도 작아서 구석구석 잘 닦이고 넘 좋아요. 모 두종류 번갈아가며 쓰는데 아직 한가지로 정하진 못했지만 둘다 쓰긴 좋은거 같아요. 말해 뭐합니까~몇년동안 계속 쓰는거면 말 다 했지요ㅋㅋ 다 쓰면 또 사러옵니다🤗,5,0,0,7,2022,1,1
17509,저는 5년째 쓰고 지인에게 선물했어요,5,1,0,7,2022,1,1
17510,온가족 칫솔입니다 .편안하게 칫솔질 잘 되요,5,0,0,1,2022,1,1
17511,너무 좋아요 모질이 얇은데도 힘이 있어서 잘닦입니다,5,0,0,2,2022,1,1
17512,몇번째 주문이지 모르겠어요 온가족 이 칫솔로 정착했어요,5,1,0,3,2022,1,1
17513,온가족 칫솔이예요. 재구매했어요,5,0,0,2,2022,1,1
17514,곰돌이 칫솔사용하다가 작은헤드가 맞아서 구매하였는데 사이즈는 좋으나 사용하기 불편해여 아직 아이가 어려서 도와주는데 그저그렇네요...손잡이 부분도 곰돌이가 더 편해요 길이가 곰돌이 칫솔이 더 짧아서 좋네요,3,0,0,1,2022,1,1
17515,아주좋아요옹요오우오요옹,4,0,1,2,2022,1,1
17516,입니다 교정하고 나서는 쭉 이 제품만 사용해요,5,0,0,1,2022,1,1
17517,가격도 저렴하고 미세한 솔때문인지 양치할때 너무 부드럽고 좋아요!,5,0,0,2,2022,1,1
17518,너무 좋아요. 남편이 이 칫솔 아닌거는 못 쓰겠다고 하네요~~,5,0,0,7,2022,1,1
17519,두고두고 쓰고 만족해요 쟁여야 되죠,5,1,0,2,2022,1,1
17520,디자인이 예쁜 칫솔은 아닌데 저렴한 가격에  양치  후 깔끔함 만족해요,5,0,0,3,2022,1,1
17521,구매평이 좋아 구매했어요. 솔이 부드럽고 좋네요,5,0,1,1,2022,1,1
17522,구매평이 좋아 구매했어요. 솔이 부드럽고 좋네요,5,0,1,2,2022,1,1
17523,틈사이가 잘닦이고 칫솔모도 자극없음. 재구매함,5,1,0,2,2022,1,1
17524,역시 너무 좋네요 이제 일반 칫솔은 못 쓸듯 싶어오,5,0,0,2,2022,1,2
17525,잘 사용하고 있답니다,5,1,1,3,2022,1,2
17526,항상쓰는제품인데 이번에는 칫솔하나가휘어져서왔네요 ㅎ,5,0,0,3,2022,1,2
17527,구매고민 이시라면 구매 추천합니다  좋아요 개운하고 잘 닦이는거 같아요 좋어요!!,5,0,0,2,2022,1,2
17528,아이가 잘쓰고있어요,5,0,0,1,2022,1,2
17529,잘 닦이고 좋아요 ㅎㅎ,5,0,0,7,2022,1,2
17530,써보고 좋아서 부모님도 사드렸어요,4,1,1,2,2022,1,2
17531,칫솔모가 빠지는 경험을 한 건 처음이에요.. 싸서 샀는데.. 전에 쓰던 걸로 돌아가려구요..ㅜㅜ,1,0,0,3,2022,1,2
17532,부드럽고 미세모라 좋아요,5,0,0,1,2022,1,2
17533,늘 사용하는 제품입니다,5,1,0,3,2022,1,2
17534,예전에 사용하던 치과 칫솔보다 좀 억센 느낌이긴한데 쓰다보니 적응이 되는 것 같아요~,3,0,0,1,2022,1,2
17535,빠른배송으로 잘받았습니다,5,1,0,2,2022,1,2
17536,약간은 치솔모가 센듯함,5,0,1,2,2022,1,2
17537,써보고 좋아서 재구매했어요^^,5,0,0,1,2022,1,2
17538,저렴하게 잘 샀어요 가성비 굿굿,5,0,0,1,2022,1,2
17539,좋아요~~두가지 다 좋네요~,5,0,1,6,2022,1,2
17540,쫌 뻣뻣한느낌이있어요,4,0,0,2,2022,1,2
17541,치과칫솔보다는 덜하지만 저렴하게 잘 구입했습ㄴ다,5,0,0,1,2022,1,3
17542,우리집은 이 칫솔만 써요,5,1,0,1,2022,1,3
17543,배송도 빠르고 저렴하게 샀어요,5,0,0,1,2022,1,3
17544,믿고 사용하는 치과칫솔~!,5,0,0,7,2022,1,3
17545,잘사용하고 있어요~ 칫솔이 구석구섭 잘됩니다 그래서인지 칫솔모는 금방 닳는것 같긴해요 하지만 다시 재구매할거예요 시중칫솔보단 훨 좋습니다,4,0,1,7,2022,1,3
17546,칫솔을 2주에 한번씩 갈았는데  한달에 한번씩 갈아도 됩니다 ㅎㅎ 그리고 잇몸안상하고 깨끗하게 닦여요,5,0,0,1,2022,1,3
17547,전에써봤을땐 그저그렇다생각했는데 다른거 써보니 또 이거만한게 없네용 재구매,5,0,0,2,2022,1,3
17548,감사합니다 잘쓸게요,5,1,0,3,2022,1,3
17549,항상쓰는 칫솔입니다.저렴히 판매해주셔서 감사합니다.,5,0,1,6,2022,1,3
17550,몇년째 계속 사용하고있는데 아주 만족합니다.,5,0,0,2,2022,1,4
17551,역시 좋아요. 만족합니다,5,1,1,1,2022,1,4
17552,매번 일반이중미세모를 사용했는데 고급이중모와 비교해보려고 구매했습니다~,5,1,0,2,2022,1,4
17553,계속 재구매하다보니 마트칫솔은 구입못하겠어요. 내맘대로 선택해서 사용하니 정말 좋아요.,5,0,0,1,2022,1,4
17554,늘 쓰던제품입니다 다른말 필요없겠죠 치아거울 챙겨주셔서 고마워요,5,0,0,4,2022,1,4
17555,치과에서 아이 교정용 칫솔로  권해 주셨어요.  이젠 미리 떨어지기전에 구매해야지 맘이 편할 정도로 잘 사용하고 있어요.,5,0,0,3,2022,1,4
17556,교정하면서 너무 잘쓰고 있습니다!,4,0,1,0,2022,1,4
17557,칫솔모가 튼튼해서 좋아요 치아교정중이라 다른건 일주일쓰면 모가 망가지는데 이건 그나마 오래가요 좋아요,5,0,0,1,2022,1,4
17558,매번 사용하는 제품입니다~좋아요~!,5,1,0,2,2022,1,4
17559,함 좋아요 굳,5,0,0,2,2022,1,4
17560,작은헤드칫솔찾다가 구매했습니다~~,5,0,0,2,2022,1,4
17561,교정하고 일년넘게 쓰고있어요 이거쓰다가 다른거 못써요,5,0,0,1,2022,1,4
17562,이것만 써요~~좋아요~~,5,0,0,2,2022,1,4
17563,조아구수고수고수고수고,5,0,0,3,2022,1,4
17564,또주문햇러요 감사핮니다,4,0,0,1,2022,1,4
17565,치솔모가  작아  사용하기 좋아요,5,1,0,1,2022,1,4
17566,집에서 쭉~사용하던 칫솔인데 친정집에 놀러갈때 들고 갔더니 친정엄마가 ''내가 찾던 칫솔이야!!''하시더라고요~어르신들은 인터넷쇼핑이 어려우시잖아요~^^ 그래서 집으로 우선 한박스 시켜드려봤더니 너무 좋다고 하시네요~칫솔 강도가 있어서 닦이는 기분이 너무 좋다고  ..칫솔 색깔도 여러가지라서 섞이지 않아 좋다고 하시고요~ 조만간 저희집에도 또 시켜야겠어요~,5,1,0,3,2022,1,4
17567,추천 받아서 구매했는데 완전 좋아요,5,0,0,2,2022,1,4
17568,좋네요 ㅇㅇ 많이파세요,4,0,1,0,2022,1,4
17569,부드럽고 저렴하고 좋네요,5,0,0,7,2022,1,4
17570,! 배송 빨라요,5,0,0,1,2022,1,4
17571,교정 시작하고 나서 항상 쓰는 칫솔이에요^^ 잘쓰고 있어요~,5,0,0,1,2022,1,4
17572,이것만 써요~젤 좋아요,5,0,0,1,2022,1,4
17573,치과에서 추천받고 이 칫솔만 씁니다! 치간 칫솔은 처음 사보는데 .. 개운한거 같아요!,5,0,0,1,2022,1,4
17574,이가 싹싹 닦이는 느낌이에요. 좋네요^^,5,0,0,2,2022,1,4
17575,사용감도 좋고 양치하기조아요,5,0,0,1,2022,1,4
17576,꾸준히 쓰고있는제품여요 아이들이 만족하며 잘쓰고있습니당,5,0,0,2,2022,1,4
17577,해드부분이 조금더컸으면하지만 그거말고는 너무만족합니다~,5,0,0,2,2022,1,5
17578,잘쓰고 있어요~ 무난하니 좋아요,5,0,0,2,2022,1,5
17579,잘쓸게요 다음에 또 구매할게요,5,0,0,2,2022,1,5
17580,아직 안써봤지만 배송이나  육안으로 보는 상품 상태는 좋아요!,5,0,0,2,2022,1,5
17581,엄마아빠 사드렸어용,5,0,0,7,2022,1,5
17582,항상 구매해서 동생이랑 사용중이에요!!,5,1,0,3,2022,1,5
17583,집안 식구 모두 사용하고 있는것임. 좋음,5,0,0,1,2022,1,5
17584,집안 식구 모두 사용하고 있는것임. 좋음.,5,0,0,2,2022,1,5
17585,역시 sng치과칫솔 부드럽고 가성비 좋아요,5,0,0,2,2022,1,5
17586,상품 좋아서 계속 구매하고 있어요~,5,1,0,7,2022,1,5
17587,이제 칫솔은 이걸로 정착할 거 같아요! 처음에 치과에서 써보고 좋아서 따로 구매했는데 상쾌하게 닦이네요 :) 그렇지만 칫솔모가 부드러워서 빨리 마모되는 경향은 있어요,4,0,1,2,2022,1,5
17588,너무좋아요~~~~항상 사용해요^^,5,1,0,3,2022,1,5
17589,항상쓰고있는 제품^^ 치과에서 사는것보다  저렴하지만 품질좋은 칫솔 사용할수있어  좋아요!!,5,0,0,1,2022,1,5
17590,항상 칫솔은 여기서 주문해요,5,0,0,2,2022,1,5
17591,벌써 3번째 구매로 교정칫솔로 너무 좋아요  저한테 일반모 보다는 미세모가 더 잘맞아서 이번에는 미세모 구성만 구매 했네요,4,1,0,1,2022,1,5
17592,만족합니다수고하세요.,5,0,0,1,2022,1,5
17593,항상 주문해서 사용해요~~,5,1,0,2,2022,1,5
17594,배송빠르고좋아요 아이교정해서시켰어요,5,0,0,6,2022,1,5
17595,칫솔모 부드럽고 좋아요.  정기적으로 시켜서 사용중이에요.,5,1,0,1,2022,1,5
17596,생각 보다 좋아요 민감한편인데,5,0,0,7,2022,1,5
17597,쓱싹쓱싹 잘닦이고 개운합니다 만족합니다,5,0,0,3,2022,1,5
17598,칫솔이 너무 좋아요 양치하고나면 상쾌해져요,5,0,0,2,2022,1,5
17599,잘닦이고 칫솔마다 보관캡이 용이하네요,5,0,0,2,2022,1,5
17600,교정칫솔로 좋습니다. 칫솔질도 잘되는편입니다. 재구매의사 있습니다,5,0,1,3,2022,1,5
17601,항상 사용하는 칫솔입니다,5,0,0,1,2022,1,5
17602,아직 사용전이라 별하나 뺐습니다  다른 치솔이지만 치과에서 구매한것 보다 저렴합니다,4,0,0,1,2022,1,5
17603,매번 사용하는 제품이예요!  너무 좋아요,5,1,0,7,2022,1,5
17604,만족합니다 감사합니다 감사합니다,5,1,1,6,2022,1,6
17605,집에 교정하는사람이 둘이나 있어서 자주 구입합니다. 재구매하면 할인해주신다고 하셨는데.. 4번째쯤 구입한것 같은데 할인을 어떻게 받는건지 모르겠네요ㅜㅜ 그래도 이 제품이 좋아 매번 구입합니다!,5,1,0,1,2022,1,6
17606,시원하게 잘 닦이면서 잇몸에 무리안감ㅋ,5,0,0,7,2022,1,6
17607,가성비잇고 만족해요 ㅎ,4,0,1,1,2022,1,6
17608,늘 사용하는 제품입니다.좋아요,5,0,0,3,2022,1,6
17609,잘받았오요~잘쓸께요,5,0,0,3,2022,1,6
17610,치과에서 받은 칫솔처럼 괜찮네요,5,0,0,7,2022,1,6
17611,교정후 항상 이 칫솔만 사용해요,5,1,0,1,2022,1,6
17612,잘받았습니다. 요걸로 집에 쟁여둡니다,5,0,0,1,2022,1,6
17613,늘 사용하던거라 좋아요,5,0,1,2,2022,1,6
17614,포장 꼼꼼하고 사은품도 잘 받았습니다,5,0,0,2,2022,1,6
17615,쏘쏘하게 사용했습니다,4,0,1,7,2022,1,6
17616,만족합니다 감사합니다 감사합니다,5,1,1,2,2022,1,6
17617,좋아요 전에 한번구매하고 좋아서 또 주문햇어요 이것만 쓰게되네요,5,0,0,2,2022,1,6
17618,좋아요 전에 한번구매하고 좋아서 또 주문햇어요 이것만 쓰게되네요,5,0,0,2,2022,1,6
17619,항상 주문해서 쓰고 있습니다. 이 칫솔 쓰다보면 다른 칫솔은 못 쓰겠어요^^,5,1,0,1,2022,1,6
17620,좋아요 가성비도 좋응,5,1,1,2,2022,1,7
17621,아주 만족합니다~!,5,0,0,2,2022,1,7
17622,튼튼하고 부드러워서 재구매했습니다,5,0,0,4,2022,1,7
17623,아직 사용전이지만 포장이랑  칫솔모는 맘에드네요,5,0,0,2,2022,1,7
17624,좋은 칫솔 계속 사용하려합니다,5,0,0,2,2022,1,7
17625,튼튼하고 부드러워서 재구매했습니다,5,0,0,1,2022,1,7
17626,칫솔을 자주 바꿔주며 사용하는 편인데 자주 갈아도 부담스럽지 않고 칫솔모도 좋아서 잘 사용중입니다~,5,0,1,2,2022,1,7
17627,아직안써봤는데너무기대되네요,5,0,0,1,2022,1,7
17628,칫솔이 작아서 불편한데 잘 닦여서 너무 좋아요!,5,0,0,2,2022,1,7
17629,써본 칫솔중에 제일 만족스러워요~!,5,0,0,2,2022,1,7
17630,처음 써봅니다. 일단 치과보다 가격이 싸니 좋네요.,5,0,0,1,2022,1,7
